"DDAIF.Open","DDAIF.High","DDAIF.Low","DDAIF.Close","DDAIF.Volume","DDAIF.Adjusted","Avg_volume_10","Avg_volume_20","Avg_volume_60","Range","perc_change_closing","change_from_yest","moving_avg_10","moving_avg_20","moving_avg_60","perc_moving_avg_10","perc_moving_avg_20","perc_moving_avg_60","cash_tradet","avg_cash_trated_10","avg_cash_trated_20","avg_cash_trated_60","Avg_Dollar_volume_pct_10","Avg_Dollar_volume_pct_20","Avg_Dollar_volume_pct_60","nightgap","night_gap_perc","perc_range_previous","perc_range_atpr","perc_range_williams","one_month_range_perc","EMA10","EMA20","EMA60","WMA10","EVWMA10","ZLEMA10","VWAP10","HMA10","ALMA10"
51.369999,51.66,50.299999,50.77,105600,33.828659,196080,264220,NA,1.360001,-0.74291688199738,-0.380001999999998,1.2090003,1.08650035,NA,112.489715676662,125.172624196577,NA,5361312,10274884.72735,13527745.80633,NA,52.1788043590319,39.6319688198998,NA,0.219996999999999,0.430101644961811,44.1175410900432,2.67874926137482,65.4411283521112,39.1668805562689,51.0975974447515,50.9019000927278,NA,51.1410904363636,50.4960115756868,49.9461357594565,51.9860126208181,51.3946532318182,50.5153078441312
52.450001,52.939999,51.299999,51.75,346900,34.481644,219570,249570,NA,1.64,1.93027378373054,0.979999999999997,1.2530007,1.13450055,NA,130.885800782075,144.557003520183,NA,17952075,11464508.22735,12903987.338325,NA,156.588269152035,139.120370543779,NA,1.680001,3.30904274177663,42.6829878048781,3.16908212560387,72.5609146341463,37.5002083340278,51.1343977275239,50.9398142743728,NA,51.0350902727273,50.6230340457393,50.0841106213735,51.7799986227627,50.9157235389177,50.43392741757
52.150002,53.509998,52.07,53.5,276900,35.647686,225100,239975,NA,1.439998,3.38164251207729,1.75,1.2830006,1.16650025,NA,112.236736288354,123.446008691383,NA,14814150,11754380.02735,12516058.791445,NA,126.030892020936,118.361141049655,NA,0.400002000000001,0.772950724637682,93.7499913194322,2.69158504672898,0.694306519870378,119.167063890213,51.3045072316105,51.0474510101468,NA,51.1163630727273,50.8010282139911,50.620636053851,51.6355174386495,50.6938273135931,50.6957572121617
53.150002,53.200001,52.279999,53.150002,272800,35.414482,222360,243015,NA,0.920002000000004,-0.654201869158877,-0.349997999999999,1.2430009,1.15050025,NA,74.0145884045621,79.9653889688423,NA,14499320.5456,11579629.71193,12709964.839925,NA,125.21402589119,114.07836865177,NA,-0.349997999999999,-0.654201869158877,0,1.73095383891049,5.4346620985606,72.500491668306,51.4818693713177,51.16483653299,NA,51.2638175272727,50.9824741711881,51.2987020440599,51.4588180346285,50.711550168961,51.1777864380902
52.349998,53.099998,52.349998,53.099998,91500,35.381168,209880,228480,NA,0.75,-0.0940808995642207,-0.0500040000000013,1.2010007,1.1280002,NA,62.4479236356814,66.4893499132358,NA,4858649.817,10913697.19363,11947711.368995,NA,44.51882557119,40.6659456940723,NA,-0.800004000000001,-1.50518150497906,100,1.41242943172992,0,62.5002083340279,51.639710940169,51.2777090536576,NA,51.4467263454546,51.0420932060348,51.8671192178672,51.315134171336,50.9030686030303,51.6837213456241
52.400002,52.799999,52.009998,52.799999,250500,35.181267,201030,235735,NA,0.790000999999997,-0.564969889452726,-0.299999,1.2060006,1.1150003,NA,65.5058546405363,70.8520885599759,NA,13226399.7495,10478622.23638,12335096.75647,NA,126.222698472517,107.225747885297,NA,-0.699995999999999,-1.31825993665762,50.6324675538386,1.4962140434889,0,65.8336361121202,51.7070358601383,51.3474508580711,NA,51.5838170181818,51.162702145441,52.2267333600732,51.3705457383475,51.1539229058442,52.0112391729558
54.880001,55.849998,54.880001,55.650002,391700,37.080257,226650,214145,NA,0.969996999999999,5.39773305677525,2.850003,1.1920002,1.10850025,NA,81.3755735947023,87.5053478788119,NA,21798105.7834,11940960.30117,11306548.254465,NA,182.54901811594,192.791869744967,NA,2.080002,3.93939780188253,79.3817919024493,1.74303138389824,20.6182080975507,79.3817919024493,52.2839386128404,51.6838842049215,NA,52.2334537272727,51.8051314246516,53.4509642036962,51.9220866331348,51.7193363744589,52.4576124634442
54.75,55.700001,54.75,55.490002,125600,36.973648,218570,202860,NA,0.950001,-0.287511220574626,-0.160000000000004,1.1709999,1.0980003,NA,81.1273339989184,86.5210146117446,NA,6969544.2512,11599722.74693,10729349.94946,NA,60.0837140960509,64.9577493886364,NA,-0.900002000000001,-1.61725420962249,77.8948653738256,1.71202192423781,22.1051346261744,76.2891019250572,52.7323134105058,51.9758952330242,NA,52.8123629818182,51.9743566124924,54.2444253484787,52.2736522701194,52.4630876448485,53.0647303735602
56.189999,56.5,55.110001,56.330002,165000,37.533352,224210,202480,NA,1.389999,1.51378621323532,0.840000000000003,1.193,1.12950015,NA,116.512908633697,123.063197468367,NA,9294450.33,11980194.79079,10754805.4487,NA,77.5817963923699,86.4213711194886,NA,0.699997000000003,1.2614831046501,10.0721655195435,2.46759977036749,12.2300807410652,87.7699192589348,53.1646202449593,52.2743814965457,NA,53.3689087454545,52.2051140826939,54.935439376028,52.5682939796619,53.2931425561905,53.823346735915
56.700001,56.889999,55.450001,55.470001,239300,36.96032,226580,211650,NA,1.439998,-1.52671927829862,-0.860000999999997,1.1649997,1.1464999,NA,123.605010370389,125.599487623156,NA,13273971.2393,12204797.8716,11271095.705075,NA,108.760270993,117.770016213448,NA,0.369999,0.65684180163885,85.4167853010903,2.59599418431596,98.6111091820959,1.38889081790413,53.580144018603,52.5768214492556,NA,53.9034544909091,52.5478192814367,55.5989964894775,53.112268243755,54.1359642153247,54.5124628419974
